Frame,left_hand_thumb_0_joint_dof,left_hand_thumb_1_joint_dof,left_hand_thumb_2_joint_dof,left_hand_middle_0_joint_dof,left_hand_middle_1_joint_dof,left_hand_index_0_joint_dof,left_hand_index_1_joint_dof,right_hand_thumb_0_joint_dof,right_hand_thumb_1_joint_dof,right_hand_thumb_2_joint_dof,right_hand_index_0_joint_dof,right_hand_index_1_joint_dof,right_hand_middle_0_joint_dof,right_hand_middle_1_joint_dof,hand_openness
162,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
163,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
164,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
165,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
166,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
167,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
168,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
169,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
170,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
171,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
172,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
173,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
174,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
175,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
176,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
177,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
178,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
179,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
180,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
181,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
182,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
183,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
184,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
185,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
186,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
187,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
188,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
189,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
190,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
191,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
192,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
193,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
194,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
195,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
196,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
197,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
198,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
199,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
200,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
201,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
202,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
203,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
204,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
205,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
206,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
207,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
208,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
209,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
210,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
211,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
212,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
213,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
214,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
215,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
216,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
217,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
218,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
219,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
220,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
221,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
222,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
223,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
224,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
225,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
226,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
227,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
228,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
229,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
230,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
231,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
232,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
233,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
234,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
235,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
236,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
237,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
238,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
239,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
240,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
241,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
242,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
243,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
244,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
245,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
246,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
247,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
248,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
249,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
250,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
251,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
252,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
253,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
254,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
255,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
256,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
257,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
258,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
259,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
260,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
261,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
262,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
263,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
264,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
265,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
266,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
267,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
268,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
269,54.000126,54.925132,114.000267,5.199976,-6.000014,5.199976,-6.000014,-54.000126,-54.925132,-114.000267,-5.199976,6.000014,-5.199976,6.000014,1.000000
270,46.400109,48.496789,106.400249,-2.146706,-13.600032,-2.146706,-13.600032,-46.400109,-48.496789,-106.400249,2.146706,13.600032,2.146706,13.600032,0.933333
271,38.800091,42.068445,98.800231,-9.493387,-21.200050,-9.493387,-21.200050,-38.800091,-42.068445,-98.800231,9.493387,21.200050,9.493387,21.200050,0.866667
272,31.200073,35.640102,91.200213,-16.840068,-28.800067,-16.840068,-28.800067,-31.200073,-35.640102,-91.200213,16.840068,28.800067,16.840068,28.800067,0.800000
273,23.600055,29.211758,83.600195,-24.186750,-36.400085,-24.186750,-36.400085,-23.600055,-29.211758,-83.600195,24.186750,36.400085,24.186750,36.400085,0.733333
274,16.000037,22.783415,76.000178,-31.533431,-44.000103,-31.533431,-44.000103,-16.000037,-22.783415,-76.000178,31.533431,44.000103,31.533431,44.000103,0.666667
275,8.400020,16.355071,68.400160,-38.880113,-51.600121,-38.880113,-51.600121,-8.400020,-16.355071,-68.400160,38.880113,51.600121,38.880113,51.600121,0.600000
276,0.800002,9.926728,60.800142,-46.226794,-59.200138,-46.226794,-59.200138,-0.800002,-9.926728,-60.800142,46.226794,59.200138,46.226794,59.200138,0.533333
277,-6.800016,3.498384,53.200124,-53.573476,-66.800156,-53.573476,-66.800156,6.800016,-3.498384,-53.200124,53.573476,66.800156,53.573476,66.800156,0.466667
278,-14.400034,-2.929959,45.600107,-60.920157,-74.400174,-60.920157,-74.400174,14.400034,2.929959,-45.600107,60.920157,74.400174,60.920157,74.400174,0.400000
279,-22.000051,-9.358303,38.000089,-68.266838,-82.000192,-68.266838,-82.000192,22.000051,9.358303,-38.000089,68.266838,82.000192,68.266838,82.000192,0.333333
280,-29.600069,-15.786647,30.400071,-75.613520,-89.600210,-75.613520,-89.600210,29.600069,15.786647,-30.400071,75.613520,89.600210,75.613520,89.600210,0.266667
281,-37.200087,-22.214990,22.800053,-82.960201,-97.200227,-82.960201,-97.200227,37.200087,22.214990,-22.800053,82.960201,97.200227,82.960201,97.200227,0.200000
282,-44.800105,-28.643334,15.200036,-90.306883,-104.800245,-90.306883,-104.800245,44.800105,28.643334,-15.200036,90.306883,104.800245,90.306883,104.800245,0.133333
283,-52.400123,-35.071677,7.600018,-97.653564,-112.400263,-97.653564,-112.400263,52.400123,35.071677,-7.600018,97.653564,112.400263,97.653564,112.400263,0.066667
284,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
285,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
286,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
287,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
288,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
289,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
290,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
291,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
292,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
293,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
294,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
295,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
296,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
297,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
298,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
299,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
300,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
301,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
302,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
303,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
304,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
305,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
306,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
307,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
308,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
309,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
310,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
311,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
312,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
313,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
314,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
315,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
316,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
317,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
318,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
319,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
320,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
321,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
322,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
323,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
324,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
325,-60.000140,-41.500021,0.000000,-105.000246,-120.000281,-105.000246,-120.000281,60.000140,41.500021,0.000000,105.000246,120.000281,105.000246,120.000281,0.000000
