frame,x0,y0,x1,y1,area,motion,blur
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.362600000000000000e+04,5.469598765432098775e-01,2.896224690891251612e+02
3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.376200000000000000e+04,6.172067901234568055e-01,2.862366271261407746e+02
3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.385500000000000000e+04,6.744290123456789798e-01,2.886097442529124919e+02
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.365600000000000000e+04,6.171064814814815058e-01,2.872783628579389870e+02
3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.366900000000000000e+04,6.333024691358024594e-01,2.876286628595464663e+02
4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.376200000000000000e+04,6.375462962962963331e-01,2.854486876521776253e+02
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.385600000000000000e+04,6.670910493827160170e-01,2.852867973464768170e+02
4.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.380500000000000000e+04,6.480092592592592293e-01,2.838645585247461440e+02
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.375700000000000000e+04,5.758719135802469191e-01,2.839752072158755141e+02
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.381700000000000000e+04,6.355787037037037290e-01,2.839176194320606328e+02
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.366200000000000000e+04,6.441975308641975095e-01,2.827192167466254205e+02
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.368100000000000000e+04,5.379552469135802095e-01,2.836781763867455766e+02
4.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.395600000000000000e+04,5.612577160493826822e-01,2.845452435411427814e+02
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.401400000000000000e+04,5.687191358024691334e-01,2.832036934365355023e+02
4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.417800000000000000e+04,5.939197530864197550e-01,2.793184478904107095e+02
5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.412800000000000000e+04,5.119753086419752686e-01,2.786318346991216686e+02
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.410200000000000000e+04,5.010493827160493741e-01,2.783611158130786976e+02
5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.393600000000000000e+04,5.376234567901234662e-01,2.788434596021352831e+02
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.414000000000000000e+04,5.719135802469136332e-01,2.781320918829065931e+02
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.389100000000000000e+04,4.989506172839506259e-01,2.760550283264150835e+02
5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.391800000000000000e+04,4.724768518518518423e-01,2.771136182153539949e+02
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.368900000000000000e+04,5.353317901234567744e-01,2.756772213862573722e+02
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.391900000000000000e+04,5.405941358024691779e-01,2.774864595657579116e+02
5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.368900000000000000e+04,5.103086419753086744e-01,2.802113444010416856e+02
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.376500000000000000e+04,5.431327160493827355e-01,2.787415005738811828e+02
6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.385600000000000000e+04,5.932561728395061573e-01,2.754136194977900232e+02
6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.360700000000000000e+04,6.450077160493826733e-01,2.754647104504243202e+02
6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.358200000000000000e+04,5.978472222222221966e-01,2.774798398088610725e+02
6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.379900000000000000e+04,5.647453703703704253e-01,2.768440473521923764e+02
6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.385900000000000000e+04,5.747530864197530898e-01,2.781397086733515494e+02
6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.374800000000000000e+04,6.102700617283950413e-01,2.779161232272139159e+02
6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.377800000000000000e+04,5.687808641975308221e-01,2.760493405034841317e+02
6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.364500000000000000e+04,6.086651234567901358e-01,2.774269926239688289e+02
6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.366700000000000000e+04,6.289197530864197860e-01,2.779510217973036674e+02
6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.361600000000000000e+04,6.394290123456790598e-01,2.802766225479514333e+02
7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.373600000000000000e+04,5.562422839506172556e-01,2.842109489016537509e+02
7.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.353100000000000000e+04,5.663811728395061751e-01,2.849985927420910343e+02
7.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.343700000000000000e+04,6.302854938271604812e-01,2.847578137707666315e+02
7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.364400000000000000e+04,6.213348765432098464e-01,2.826475934665423893e+02
7.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.344300000000000000e+04,6.188117283950617109e-01,2.802455518937661623e+02
7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.330300000000000000e+04,6.053317901234568366e-01,2.797401210274252890e+02
7.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.337400000000000000e+04,6.094521604938271109e-01,2.786605013707895182e+02
7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.340800000000000000e+04,6.449305555555555625e-01,2.761338343535665558e+02
7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.341200000000000000e+04,5.928626543209876143e-01,2.763424081189391472e+02
7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.339000000000000000e+04,6.155632716049382891e-01,2.784471568320377628e+02
8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.318200000000000000e+04,6.410339506172839652e-01,2.800918992621528218e+02
8.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.326400000000000000e+04,6.479166666666666963e-01,2.797931215420072135e+02
8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.298100000000000000e+04,6.227314814814814969e-01,2.808683899853299977e+02
8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.288600000000000000e+04,6.219290123456789887e-01,2.805193471171982083e+02
8.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.293700000000000000e+04,6.192824074074073648e-01,2.793567348641594208e+02
8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.304800000000000000e+04,5.959259259259259700e-01,2.786221055095926999e+02
8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.304500000000000000e+04,5.599382716049382536e-01,2.756533084702693941e+02
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.331200000000000000e+04,5.167978395061728625e-01,2.776124105678917431e+02
8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.300900000000000000e+04,5.589814814814815236e-01,2.788263502226699302e+02
8.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.287700000000000000e+04,5.722067901234567655e-01,2.793273939176572753e+02
9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.279700000000000000e+04,5.361574074074073604e-01,2.797079681905864277e+02
9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.278800000000000000e+04,5.129861111111111427e-01,2.803112858936804628e+02
9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.286400000000000000e+04,5.609876543209876276e-01,2.822850113582509266e+02
9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.294400000000000000e+04,5.564429012345678549e-01,2.824728370669843684e+02
9.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.294400000000000000e+04,5.366126543209877031e-01,2.818387146342378173e+02
9.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.272000000000000000e+04,5.197993827160494185e-01,2.827041355050201901e+02
9.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.274000000000000000e+04,5.260030864197531297e-01,2.820274693241789237e+02
9.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.283200000000000000e+04,5.390586419753086167e-01,2.822668014817077164e+02
9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.279400000000000000e+04,5.080709876543210157e-01,2.816197183593749855e+02
9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.256800000000000000e+04,4.887885802469135732e-01,2.827702517430175249e+02
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.250700000000000000e+04,5.395910493827160703e-01,2.825247730623547113e+02
1.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.242900000000000000e+04,6.062885802469135665e-01,2.805240558055531892e+02
1.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.255900000000000000e+04,5.689043209876543106e-01,2.794562641401367955e+02
1.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.265000000000000000e+04,5.937500000000000000e-01,2.791727592399690820e+02
1.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.262500000000000000e+04,6.513117283950616843e-01,2.789816052469135457e+02
1.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.243200000000000000e+04,6.269598765432098375e-01,2.772086407744984626e+02
1.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.239400000000000000e+04,6.257021604938272086e-01,2.759604137850556640e+02
1.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.239800000000000000e+04,6.438734567901234218e-01,2.761720667343011542e+02
1.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.234200000000000000e+04,6.865663580246913478e-01,2.761338162122175959e+02
1.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.226700000000000000e+04,6.968981481481481000e-01,2.766868849660279466e+02
1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.210300000000000000e+04,5.709413580246913700e-01,2.773041727222770305e+02
1.110000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.232300000000000000e+04,5.752391975308641658e-01,2.781213109546467308e+02
1.120000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.229000000000000000e+04,6.268441358024691157e-01,2.779298456637707204e+02
1.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.210800000000000000e+04,6.186342592592593004e-01,2.793279627341011064e+02
1.140000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.210900000000000000e+04,5.648302469135801918e-01,2.774322992455419126e+02
1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.217800000000000000e+04,5.574074074074074625e-01,2.769718026739445236e+02
1.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.220700000000000000e+04,6.085030864197530365e-01,2.754098660236030014e+02
1.170000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.221400000000000000e+04,6.012962962962963287e-01,2.733375687370804030e+02
1.180000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.210300000000000000e+04,5.182638888888888573e-01,2.726974439938057344e+02
1.190000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.231300000000000000e+04,5.791898148148147962e-01,2.730893349708505298e+02
1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.221800000000000000e+04,5.913734567901234307e-01,2.742049950617283685e+02
1.210000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.215000000000000000e+04,5.751697530864197105e-01,2.759703259573021228e+02
1.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.208200000000000000e+04,5.479783950617284072e-01,2.754061850115740526e+02
1.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.209900000000000000e+04,4.900848765432098686e-01,2.763481521728180610e+02
1.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.208600000000000000e+04,5.389351851851852393e-01,2.766201381429445973e+02
1.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.205000000000000000e+04,5.358641975308642280e-01,2.789345315348269878e+02
1.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.198600000000000000e+04,5.074459876543210290e-01,2.793679517487330486e+02
1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.202700000000000000e+04,4.677700617283950812e-01,2.809536105437790638e+02
1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.193600000000000000e+04,4.877469135802469102e-01,2.817649796309989938e+02
1.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.201100000000000000e+04,4.980401234567901070e-01,2.840358464243612389e+02
1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.192600000000000000e+04,4.525077160493827244e-01,2.842576590496875610e+02
1.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.192500000000000000e+04,4.589583333333333570e-01,2.853576369355257611e+02
1.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.197100000000000000e+04,4.854629629629629850e-01,2.836778258072678796e+02
1.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.192500000000000000e+04,4.846296296296296324e-01,2.839633259564091077e+02
1.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.196700000000000000e+04,4.390663580246913500e-01,2.815729011916413924e+02
1.350000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.182500000000000000e+04,4.510262345679012519e-01,2.811095802924001532e+02
1.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.184100000000000000e+04,4.870370370370370461e-01,2.813783624361759053e+02
1.370000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.181000000000000000e+04,5.766126543209876276e-01,2.799983700483324469e+02
1.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.184200000000000000e+04,5.021913580246913922e-01,2.792502842072830731e+02
1.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.197300000000000000e+04,5.251620370370370106e-01,2.774909929649991795e+02
1.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.195000000000000000e+04,5.502237654320987215e-01,2.768121906376219385e+02
1.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.202000000000000000e+04,5.680169753086419249e-01,2.742578371246761435e+02
1.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.197300000000000000e+04,5.276929012345679126e-01,2.733904439862445201e+02
1.430000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.214000000000000000e+04,5.584567901234568366e-01,2.733705457575421178e+02
1.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.790000000000000000e+02,2.690000000000000000e+02,1.213700000000000000e+04,5.445524691358024638e-01,2.745966195413713535e+02
