frame,x0,y0,x1,y1,area,motion,blur
0.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.890000000000000000e+03,0.000000000000000000e+00,3.019458777853985794e+02
1.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.906000000000000000e+03,2.862422839506172934e-01,3.013899442057589226e+02
2.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.896000000000000000e+03,2.564737654320987659e-01,3.033950528620231921e+02
3.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.948000000000000000e+03,2.594598765432098997e-01,3.021577766108443939e+02
4.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.964000000000000000e+03,2.689429012345678771e-01,3.029006927238131084e+02
5.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.964000000000000000e+03,2.709645061728395143e-01,3.018047141888978899e+02
6.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.969000000000000000e+03,2.345987654320987603e-01,3.033479473572530765e+02
7.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.986000000000000000e+03,2.456095679012345601e-01,3.023774299482143419e+02
8.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.991000000000000000e+03,2.634722222222222188e-01,3.035809794233325078e+02
9.000000000000000000e+00,2.470000000000000000e+02,4.300000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.988000000000000000e+03,2.630632716049382536e-01,3.024893512078950835e+02
1.000000000000000000e+01,2.470000000000000000e+02,4.200000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.907000000000000000e+03,2.539506172839506304e-01,3.033242194272381198e+02
1.100000000000000000e+01,2.470000000000000000e+02,4.200000000000000000e+01,2.870000000000000000e+02,2.690000000000000000e+02,3.899000000000000000e+03,2.436805555555555669e-01,3.020132781373242778e+02
